Date,Open,High,Low,Close,Volume,signalMA,signalBB,signalSupRes,signalZigZag,signalContrarianSent,volatility,autocorr_1,Volume
2021-08-06 03:11:00,109.863,109.864,109.852,109.857,25,-1,1,1,1,1,0.00024065711108303865,-0.3759486310763198,25
2021-08-06 03:12:00,109.86,109.863,109.855,109.862,12,-1,0,1,1,1,0.00024652450635948144,-0.3922836750675094,12
2021-08-06 03:15:00,109.861,109.863,109.849,109.854,68,-1,1,1,1,1,0.00025092342291775665,-0.4063126163877307,68
2021-08-06 03:16:00,109.855,109.858,109.848,109.856,47,-1,1,1,1,1,0.0002482685986280611,-0.40130456514509405,47
2021-08-06 03:24:00,109.859,109.863,109.85,109.862,38,-1,-1,1,1,1,0.0002524558359328697,-0.33662842705782337,38
2021-08-06 03:25:00,109.862,109.862,109.845,109.857,47,-1,0,1,0,1,0.0002482710971358722,-0.32245950648326915,47
2021-08-06 03:36:00,109.857,109.873,109.856,109.869,52,-1,-1,1,0,1,0.0002669111098992306,-0.4420699146711668,52
2021-08-06 03:37:00,109.867,109.867,109.85,109.86,68,-1,-1,1,0,1,0.0002720758227534599,-0.4867506241937494,68
2021-08-06 03:39:00,109.855,109.862,109.85,109.86,47,-1,-1,1,0,1,0.0002658847631116529,-0.5535489729972772,47
2021-08-06 03:41:00,109.866,109.868,109.856,109.862,68,1,-1,1,0,1,0.00025765695969662245,-0.532347780679944,68
2021-08-06 03:45:00,109.858,109.863,109.854,109.863,39,1,-1,1,0,1,0.0002544542251902061,-0.5056546503639668,39
2021-08-06 03:46:00,109.864,109.865,109.83,109.859,43,1,0,1,0,1,0.0002466353261311627,-0.5251993276468974,43
2021-08-06 03:57:00,109.86,109.86,109.85,109.853,26,-1,1,1,0,1,0.0002511300759009031,-0.5149136796928767,26
2021-08-06 04:03:00,109.853,109.857,109.844,109.854,48,-1,0,1,0,1,0.00023982538323931364,-0.49230216828704504,48
2021-08-06 04:05:00,109.856,109.858,109.85,109.854,28,-1,0,1,0,1,0.00023592476519776272,-0.5319385469180525,28
2021-08-06 04:11:00,109.862,109.863,109.853,109.863,37,-1,-1,1,0,1,0.00025014198594226636,-0.4664488376682334,37
2021-08-06 04:16:00,109.863,109.866,109.852,109.857,37,1,0,1,0,1,0.00024803111814186317,-0.6208657602926269,37
2021-08-06 04:24:00,109.835,109.844,109.835,109.839,53,-1,1,1,0,1,0.0002880712119153228,-0.34164672952195824,53
2021-08-06 04:37:00,109.842,109.843,109.836,109.838,48,-1,1,1,0,1,0.0002824947698039095,-0.26162117004388274,48
2021-08-06 04:38:00,109.837,109.843,109.832,109.843,38,-1,0,1,0,1,0.00028394477589343425,-0.23605955886768684,38
2021-08-06 04:39:00,109.842,109.844,109.835,109.837,40,-1,1,1,0,1,0.00028423780846325994,-0.24891150647698013,40
2021-08-06 04:40:00,109.845,109.846,109.838,109.843,58,-1,0,1,0,1,0.00029001171202521067,-0.26335073137342996,58
2021-08-06 04:41:00,109.839,109.846,109.832,109.836,55,-1,1,1,0,1,0.0002901850755721455,-0.2634988109715092,55
2021-08-06 04:42:00,109.84,109.845,109.832,109.841,46,-1,0,1,0,1,0.00028795118379555315,-0.278228660411787,46
2021-08-06 04:44:00,109.837,109.84,109.823,109.831,59,-1,1,1,0,1,0.0002989678200597523,-0.3453283320236775,59
2021-08-06 04:47:00,109.833,109.838,109.824,109.836,39,-1,0,1,0,1,0.00029700960585708346,-0.36574036717562375,39
2021-08-06 04:54:00,109.837,109.838,109.816,109.823,64,-1,1,1,0,1,0.00031426243282876924,-0.39348186941787455,64
2021-08-06 04:55:00,109.825,109.825,109.814,109.823,22,-1,1,1,0,1,0.00028680354738269687,-0.33781430769563286,22
2021-08-06 05:04:00,109.812,109.818,109.807,109.814,50,-1,1,1,0,1,0.0002868113352159665,-0.33781282899771076,50
2021-08-06 05:16:00,109.81,109.812,109.801,109.803,42,-1,1,1,0,1,0.0002968169865764377,-0.27139957001931375,42
2021-08-06 05:18:00,109.808,109.812,109.798,109.808,82,-1,0,1,0,1,0.00030217623957790897,-0.34115461034854466,82
2021-08-06 05:20:00,109.808,109.816,109.801,109.813,59,-1,0,1,0,1,0.00030842364387074784,-0.26396872260502796,59
2021-08-06 05:23:00,109.812,109.814,109.799,109.805,62,-1,1,1,0,1,0.00031237933888500757,-0.2987001741321666,62
2021-08-06 05:24:00,109.811,109.812,109.803,109.807,49,-1,0,1,0,1,0.0003132293265682885,-0.3063084361926394,49
2021-08-06 05:29:00,109.808,109.818,109.804,109.817,55,-1,-1,1,0,1,0.0003314059973120883,-0.24881007656781456,55
2021-08-06 05:31:00,109.82,109.825,109.79,109.814,68,-1,-1,1,0,1,0.00033114342099507994,-0.27497413531094855,68
2021-08-06 05:32:00,109.815,109.823,109.81,109.819,88,-1,-1,1,0,1,0.0003215493611365334,-0.25329494568745614,88
2021-08-06 05:38:00,109.822,109.822,109.81,109.815,32,1,0,1,0,1,0.00031994883338128924,-0.3613341222736599,32
2021-08-06 05:39:00,109.818,109.826,109.811,109.82,51,1,-1,1,0,1,0.0002866443755666438,-0.4177287852333868,51
2021-08-06 05:40:00,109.823,109.824,109.809,109.813,61,1,0,1,0,1,0.0002919756264322058,-0.4481986827834709,61
2021-08-06 05:41:00,109.819,109.826,109.814,109.823,61,1,-1,1,0,1,0.0003044888305963256,-0.4617816420854861,61
2021-08-06 05:42:00,109.823,109.824,109.812,109.819,44,1,0,1,0,1,0.0003021393979850657,-0.4474649286270501,44
2021-08-06 05:46:00,109.812,109.818,109.806,109.81,41,1,1,1,0,1,0.00030337541767634727,-0.38727015823037964,41
2021-08-06 05:47:00,109.818,109.818,109.809,109.817,43,1,0,1,0,1,0.0003083122449541702,-0.4037725624600403,43
2021-08-06 05:50:00,109.821,109.824,109.806,109.812,45,1,1,1,0,1,0.0003050699078035654,-0.38801978158650113,45
2021-08-06 05:52:00,109.813,109.817,109.8,109.813,61,1,1,1,0,1,0.0002942687746021056,-0.35997549560661385,61
2021-08-06 05:58:00,109.814,109.815,109.804,109.81,24,-1,1,1,0,1,0.0002893830848908945,-0.3186927226140348,24
2021-08-06 06:00:00,109.813,109.825,109.81,109.823,109,-1,-1,1,0,1,0.00029419118406431356,-0.3396493512265894,109
2021-08-06 06:01:00,109.825,109.831,109.817,109.823,71,1,-1,1,0,1,0.00029419118406431356,-0.32192344629725883,71
2021-08-06 06:05:00,109.819,109.828,109.812,109.827,91,1,-1,1,0,1,0.000283175741123304,-0.49406999614800734,91
2021-08-06 06:08:00,109.83,109.833,109.813,109.821,92,1,0,1,0,1,0.000268594553080147,-0.4902268309961433,92
2021-08-06 06:11:00,109.826,109.827,109.811,109.819,69,1,0,1,0,1,0.0002667506284700464,-0.4865929531270184,69
2021-08-06 06:15:00,109.817,109.817,109.801,109.806,50,1,1,1,0,1,0.0002898153072391921,-0.3789345299302041,50
2021-08-06 06:16:00,109.813,109.815,109.801,109.81,50,-1,1,1,0,1,0.00028268827340970613,-0.39301967725869447,50
2021-08-06 06:20:00,109.82,109.834,109.79,109.828,68,-1,-1,1,0,1,0.0003256502341337812,-0.30125716280286646,68
2021-08-06 06:21:00,109.829,109.834,109.819,109.823,87,-1,0,1,0,1,0.0003181133435116699,-0.32396972617473546,87
2021-08-06 06:23:00,109.81,109.826,109.809,109.821,64,-1,0,1,0,1,0.00031734336316512806,-0.2984199393065034,64
2021-08-06 06:27:00,109.83,109.834,109.818,109.827,63,1,-1,1,0,1,0.00031875061902200094,-0.29220603901156705,63
2021-08-06 06:29:00,109.827,109.845,109.82,109.843,96,1,-1,1,0,1,0.0003456965687796474,-0.18412511053117858,96
2021-08-06 06:30:00,109.842,109.846,109.829,109.836,103,1,-1,1,0,1,0.0003518274854675586,-0.23513595254087943,103
2021-08-06 06:36:00,109.831,109.841,109.826,109.834,54,1,0,1,0,1,0.00034510496022870487,-0.16788895789584182,54
2021-08-06 06:40:00,109.836,109.84,109.812,109.826,129,1,0,1,0,1,0.0003431512100614438,-0.11987229132034646,129
2021-08-06 06:42:00,109.819,109.823,109.806,109.815,67,1,1,1,0,1,0.00035618130006222676,-0.07583926812293432,67
2021-08-06 06:43:00,109.811,109.815,109.769,109.784,85,1,1,1,0,1,0.00044807637211901366,0.17754778451758244,85
2021-08-06 06:44:00,109.785,109.796,109.782,109.79,96,-1,1,1,0,1,0.0004465675240808341,0.05128281485890794,96
2021-08-06 06:45:00,109.79,109.791,109.762,109.77,91,-1,1,1,0,1,0.00047728603025942566,-0.004279624505333314,91
2021-08-06 06:46:00,109.767,109.767,109.72,109.73,141,-1,1,1,0,1,0.0005881518299499114,0.20775255810327836,141
2021-08-06 06:47:00,109.729,109.768,109.705,109.757,120,-1,1,1,0,1,0.0006524014148462566,-0.10857751473009826,120
2021-08-06 06:48:00,109.767,109.779,109.73,109.77,111,-1,1,1,0,1,0.0006524144225099085,-0.005317994582209214,111
2021-08-06 06:49:00,109.773,109.778,109.764,109.768,46,-1,1,1,0,1,0.0006519946674086517,-0.006740608527412086,46
2021-08-06 06:51:00,109.772,109.781,109.761,109.781,81,-1,0,1,0,1,0.0006649822202629896,0.000725469171024905,81
2021-08-06 06:52:00,109.78,109.784,109.768,109.778,123,-1,0,1,0,1,0.0006640467735507926,-0.0022560124211733843,123
2021-08-06 06:56:00,109.777,109.792,109.77,109.791,64,-1,0,1,0,1,0.0006780486932464351,-0.004937239919253503,64
2021-08-06 06:57:00,109.789,109.793,109.782,109.789,81,-1,0,1,0,1,0.0006689062837937531,0.0030847717340448024,81
2021-08-06 06:58:00,109.786,109.788,109.769,109.773,88,-1,0,1,0,1,0.000681077100155994,-0.013197007376192038,88
2021-08-06 06:59:00,109.772,109.783,109.761,109.77,123,-1,0,1,0,1,0.0006543459089903071,-0.003293999928944327,123
2021-08-06 07:00:00,109.773,109.783,109.768,109.779,145,-1,0,1,0,1,0.000662550242836697,-0.0037674507172277202,145
2021-08-06 07:01:00,109.778,109.786,109.74,109.759,154,-1,0,1,0,1,0.0006823235912378077,-0.04240019467202552,154
2021-08-06 07:03:00,109.746,109.764,109.741,109.763,102,-1,0,1,0,1,0.0006802809830808934,-0.10276663478880194,102
2021-08-06 07:04:00,109.762,109.765,109.747,109.752,101,-1,1,1,0,1,0.0006585518421801217,-0.10492822497851424,101
2021-08-06 07:05:00,109.759,109.775,109.751,109.769,103,-1,0,1,0,1,0.0006858156271219224,-0.12695737945796723,103
2021-08-06 07:06:00,109.768,109.769,109.75,109.755,116,-1,1,1,0,1,0.0006926813966227943,-0.1597414867338476,116
2021-08-06 07:08:00,109.745,109.745,109.729,109.738,114,-1,1,1,0,1,0.0007022747069730692,-0.13727435845452227,114
2021-08-06 07:09:00,109.739,109.765,109.733,109.758,133,-1,0,1,0,1,0.0007322397638531645,-0.23248595555893778,133
2021-08-06 07:10:00,109.762,109.78,109.756,109.768,111,-1,0,1,0,1,0.0006881922604717312,-0.15176426260496653,111
2021-08-06 07:12:00,109.763,109.776,109.759,109.767,95,-1,0,1,0,1,0.0006851474469419213,-0.13023037441696658,95
2021-08-06 07:14:00,109.767,109.773,109.757,109.765,73,-1,0,1,0,1,0.0006610723447712199,-0.35759333015045214,73
2021-08-06 07:15:00,109.763,109.786,109.76,109.778,106,-1,-1,1,0,1,0.0005502791721979743,-0.14718669132520196,106
2021-08-06 07:17:00,109.79,109.79,109.765,109.771,112,-1,0,1,0,1,0.0005022651843154153,-0.308980318811775,112
2021-08-06 07:18:00,109.768,109.782,109.763,109.777,103,-1,-1,1,0,1,0.0004912114542124677,-0.3184706900048857,103
2021-08-06 07:20:00,109.775,109.777,109.756,109.768,101,-1,0,1,0,1,0.0004981982827036868,-0.33027392251762355,101
2021-08-06 07:21:00,109.769,109.77,109.757,109.768,91,-1,0,1,0,1,0.00048246731221115915,-0.3263003124042029,91
2021-08-06 07:24:00,109.765,109.77,109.755,109.767,66,-1,0,1,0,1,0.0004819511017826787,-0.32602010919489516,66
2021-08-06 07:25:00,109.763,109.767,109.737,109.75,84,-1,1,1,0,1,0.0004860757717473573,-0.3200743738697476,84
2021-08-06 07:27:00,109.733,109.735,109.696,109.699,166,-1,1,1,0,1,0.0006603867248345072,-0.02506479698207166,166
2021-08-06 07:28:00,109.702,109.719,109.698,109.715,87,-1,1,1,0,1,0.0006751313840626475,-0.20131271489305078,87
2021-08-06 07:29:00,109.712,109.721,109.705,109.715,83,-1,1,1,0,1,0.0006755924551923449,-0.18604616705637464,83
2021-08-06 07:30:00,109.714,109.734,109.68,109.729,70,-1,1,1,0,1,0.0006845755489232933,-0.13805669716360525,70
2021-08-06 07:32:00,109.737,109.744,109.732,109.744,70,-1,0,1,0,1,0.0006803295802474942,-0.066322224850629,70
2021-08-06 07:33:00,109.745,109.748,109.734,109.738,71,-1,0,1,0,1,0.0006803911755202264,-0.07117447644386071,71
2021-08-06 07:35:00,109.733,109.736,109.718,109.727,77,-1,0,1,0,1,0.0006803943251247278,-0.026868099028492614,77
2021-08-06 07:36:00,109.733,109.736,109.721,109.731,59,-1,0,1,0,1,0.0006601094010433858,0.007407011849824384,59
2021-08-06 07:41:00,109.734,109.74,109.717,109.73,70,-1,0,1,0,1,0.0006497298671604707,-0.035006714662393947,70
2021-08-06 07:42:00,109.729,109.738,109.719,109.734,49,-1,0,1,0,1,0.0006331492417622228,0.03915878008335667,49
2021-08-06 07:46:00,109.741,109.742,109.732,109.736,81,-1,0,1,0,1,0.0006036668121782886,-0.01207207202431926,81
2021-08-06 07:48:00,109.73,109.735,109.723,109.732,57,-1,0,1,0,1,0.0005947461838341522,-0.01608789890975898,57
2021-08-06 07:50:00,109.74,109.741,109.724,109.732,62,-1,0,1,0,1,0.0005949206321690461,-0.01699679412577574,62
2021-08-06 07:51:00,109.731,109.739,109.723,109.737,73,-1,0,1,0,1,0.0005979904956239881,-0.01331403630622873,73
2021-08-06 07:52:00,109.736,109.741,109.707,109.72,96,-1,1,1,0,1,0.0005977950297940967,-0.021056602244719214,96
2021-08-06 07:53:00,109.72,109.737,109.715,109.726,78,-1,1,1,0,1,0.0006014876752975533,-0.04151943448121044,78
2021-08-06 07:55:00,109.73,109.736,109.715,109.723,57,-1,1,1,0,1,0.0005964370187873087,-0.029109653699089962,57
2021-08-06 07:58:00,109.712,109.712,109.69,109.711,95,-1,1,1,0,1,0.0005998787798808399,-0.023451456325213404,95
2021-08-06 08:01:00,109.728,109.74,109.711,109.722,108,-1,0,1,0,1,0.0006124653754716622,-0.0540931721351771,108
2021-08-06 08:08:00,109.719,109.732,109.715,109.728,49,-1,0,1,-1,1,0.0006169576496116025,-0.02372120380344342,49
2021-08-06 08:09:00,109.73,109.732,109.718,109.727,58,-1,0,1,-1,1,0.0005997104747538452,-0.3577335270002796,58
2021-08-06 08:16:00,109.741,109.742,109.729,109.738,50,1,-1,1,-1,1,0.000373150648812744,-0.10385043940038571,50
2021-08-06 08:18:00,109.732,109.739,109.726,109.736,48,1,-1,1,-1,1,0.00034891611853389673,-0.11803451901202869,48
2021-08-06 08:19:00,109.735,109.739,109.719,109.723,56,1,0,1,-1,1,0.00037154510439338096,-0.07740060680975301,56
2021-08-06 08:20:00,109.719,109.727,109.71,109.726,43,1,0,1,-1,1,0.00034923425765779557,-0.29058995311504027,43
2021-08-06 08:21:00,109.727,109.729,109.711,109.718,76,1,1,1,-1,1,0.000324280844290511,-0.26928157795976015,76
2021-08-06 08:22:00,109.717,109.723,109.709,109.721,73,1,0,1,-1,1,0.0003231274004283911,-0.3465237875899578,73
2021-08-06 08:24:00,109.729,109.733,109.717,109.723,73,1,0,1,-1,1,0.00030877595900461846,-0.3138331498916082,73
2021-08-06 08:25:00,109.73,109.736,109.722,109.728,78,-1,0,1,-1,1,0.00031009137357540506,-0.297554556299551,78
2021-08-06 08:27:00,109.733,109.738,109.727,109.733,57,-1,0,1,-1,1,0.00031344784022527717,-0.265830062133347,57
2021-08-06 08:29:00,109.738,109.745,109.732,109.745,49,1,-1,1,-1,1,0.0003300677238274962,-0.20524208799706123,49
2021-08-06 08:30:00,109.742,109.745,109.719,109.723,79,1,1,1,-1,1,0.0003880726289306185,-0.3377692601019225,79
2021-08-06 08:31:00,109.725,109.73,109.717,109.725,76,1,0,1,-1,1,0.0003873659302317014,-0.3173596749389124,76
2021-08-06 08:34:00,109.727,109.744,109.723,109.741,56,1,-1,1,-1,1,0.00041502125190591606,-0.27743776499525524,56
2021-08-06 08:38:00,109.756,109.766,109.755,109.763,53,1,-1,1,-1,1,0.0004580206579454432,-0.04075725819259366,53
2021-08-06 08:39:00,109.764,109.769,109.746,109.75,77,1,-1,1,-1,1,0.00044539838776566426,-0.14334642012997026,77
2021-08-06 08:40:00,109.747,109.758,109.72,109.748,93,1,-1,1,-1,1,0.00044420271817903847,-0.10801844011340306,93
2021-08-06 08:44:00,109.75,109.755,109.736,109.74,88,1,0,1,-1,1,0.0004504667886662245,-0.12239582030152316,88
2021-08-06 08:45:00,109.741,109.745,109.733,109.744,44,1,0,1,-1,1,0.00043408820223914195,-0.07809736896267784,44
2021-08-06 08:46:00,109.749,109.767,109.738,109.763,77,1,-1,1,-1,1,0.00045485054200333964,-0.07316928094754548,77
2021-08-06 08:47:00,109.759,109.774,109.742,109.77,52,1,-1,1,-1,1,0.00045571463281134626,-0.02507387422556849,52
2021-08-06 08:50:00,109.767,109.782,109.761,109.782,72,1,-1,1,-1,1,0.00046357543815383405,0.0068618252404338805,72
2021-08-06 08:51:00,109.78,109.781,109.769,109.775,45,1,-1,1,-1,1,0.00046421331713698025,-0.015181493517185486,45
2021-08-06 08:53:00,109.766,109.775,109.763,109.772,45,1,-1,1,-1,1,0.0004650077379448342,-0.021921143508009375,45
2021-08-06 08:56:00,109.778,109.781,109.77,109.77,67,1,0,1,-1,1,0.00044503051456988834,-0.00832017751585404,67
2021-08-06 08:57:00,109.78,109.787,109.771,109.785,60,1,-1,1,-1,1,0.00045999252337488184,-0.02814524769290555,60
2021-08-06 08:58:00,109.786,109.787,109.77,109.786,64,1,-1,1,-1,1,0.0004487236439619391,-0.04149196291465411,64
2021-08-06 09:00:00,109.779,109.792,109.777,109.785,54,1,-1,1,-1,1,0.00045038542883871923,-0.03731051614262035,54
2021-08-06 09:01:00,109.791,109.792,109.76,109.778,46,1,0,1,-1,1,0.0004595782471328296,-0.01813204134365949,46
2021-08-06 09:02:00,109.784,109.787,109.774,109.782,44,1,-1,1,-1,1,0.00045921599700072505,-0.02628754502221785,44
2021-08-06 09:04:00,109.773,109.781,109.771,109.772,18,1,0,1,-1,1,0.0004724427563480055,-0.04403994551835415,18
2021-08-06 09:05:00,109.771,109.78,109.77,109.776,37,1,0,1,-1,1,0.00046299677332767205,0.05194675471893362,37
2021-08-06 09:07:00,109.773,109.779,109.76,109.778,34,1,0,1,-1,1,0.00040489775151702074,0.05034293849469734,34
2021-08-06 09:09:00,109.777,109.78,109.764,109.77,49,1,1,1,-1,1,0.000416317817296439,0.060157049377639556,49
2021-08-06 09:11:00,109.767,109.773,109.758,109.767,49,1,1,1,-1,1,0.00039671412107755174,-0.09439872267161184,49
2021-08-06 09:12:00,109.765,109.768,109.747,109.754,54,1,1,1,-1,1,0.00036385597120375306,0.1354307591826928,54
2021-08-06 09:13:00,109.755,109.779,109.751,109.779,73,1,0,1,-1,1,0.00041106363611331836,-0.10723237771485089,73
2021-08-06 09:14:00,109.778,109.78,109.771,109.78,32,1,0,1,-1,1,0.0004098197852431612,-0.11707707139771019,32
2021-08-06 09:17:00,109.765,109.777,109.755,109.777,70,1,0,1,-1,1,0.00040214974462388645,-0.10588603734491939,70
2021-08-06 09:18:00,109.776,109.778,109.762,109.773,52,1,0,1,-1,1,0.0004048641853611061,-0.12349491419029769,52
2021-08-06 09:19:00,109.771,109.795,109.762,109.792,84,1,-1,1,-1,1,0.0004048451484298134,-0.24365497977971595,84
2021-08-06 09:20:00,109.791,109.808,109.78,109.798,89,1,-1,1,-1,1,0.00040373498741414724,-0.21661485966008362,89
2021-08-06 09:25:00,109.806,109.81,109.794,109.8,50,1,-1,1,-1,1,0.00039078368511153816,-0.17221434995966575,50
2021-08-06 09:28:00,109.802,109.812,109.796,109.803,64,1,-1,1,-1,1,0.0003838206295326425,-0.1963966013221552,64
2021-08-06 09:34:00,109.807,109.827,109.801,109.823,77,1,-1,1,-1,1,0.00041692641790568773,-0.17576000451687493,77
2021-08-06 09:36:00,109.822,109.828,109.81,109.819,69,1,-1,1,-1,1,0.00041916702358468197,-0.19742998151794383,69
