time,long_percentage
2020-11-10,0.2215138260241147
2020-11-10,0.25689061242673344
2020-11-11,0.2717365042039894
2020-11-12,0.34299782966988135
2020-11-16,0.3539761613156109
2020-11-16,0.2369006305090709
2020-11-17,0.24580467530531888
2020-11-18,0.23585853428768117
2020-11-20,0.2819216105663204
2020-11-22,0.23854627065884743
2020-11-23,0.23242353180286415
2020-11-25,0.19651828494341403
2020-11-26,0.1945525142595905
2020-11-27,0.1901982339375545
2020-11-29,0.16839825939938194
2020-12-01,0.2243042291759572
2020-12-02,0.22917529612571805
2020-12-02,0.17470864609770034
2020-12-03,0.1551593831438834
2020-12-07,0.147343412471718
2020-12-08,0.16663527449806037
2020-12-08,0.18551209895035964
2020-12-09,0.156551267163604
2020-12-10,0.13829366934729756
2020-12-14,0.15057637712193492
2020-12-14,0.15482728010495694
2020-12-15,0.1507044630748512
2020-12-17,0.15017542901285333
2020-12-18,0.15700882232568095
2020-12-20,0.16227932318642949
2020-12-21,0.2029832954211239
2020-12-23,0.22078946663240873
2020-12-24,0.18543478398560959
2020-12-27,0.16681848925447942
2020-12-29,0.2002917365389809
2020-12-30,0.16600457858672207
2020-12-30,0.14381614478449245
2021-01-04,0.1425304342400389
2021-01-05,0.21904963593469368
2021-01-05,0.14715413611244713
2021-01-06,0.1543432506712707
2021-01-07,0.2241920145216813
2021-01-10,0.21334940374427103
2021-01-11,0.27660887179201277
2021-01-12,0.1768493075293165
2021-01-14,0.2035808873649102
2021-01-15,0.15005329301241851
2021-01-17,0.334456223891722
2021-01-18,0.42534110862931745
2021-01-20,0.26920745558795284
2021-01-21,0.16376363865440344
2021-01-22,0.16206126734931808
2021-01-25,0.3444193841430943
2021-01-26,0.3432617696434235
2021-01-27,0.17458773213139372
2021-01-27,0.36650064757502987
2021-01-28,0.5615370591758877
2021-02-01,0.37826591821423405
2021-02-02,0.34640768782614056
2021-02-02,0.46082865795872596
2021-02-03,0.2794659649746953
2021-02-05,0.37792357604576954
2021-02-07,0.1925514287177219
2021-02-08,0.12951937251361745
2021-02-09,0.10109582000874107
2021-02-11,0.09578896076834796
2021-02-12,0.08458777916236687
2021-02-14,0.11094360106557677
2021-02-15,0.08991822861655098
2021-02-17,0.1405206099402852
2021-02-18,0.20026974462221092
2021-02-18,0.17328664812608685
2021-02-22,0.07273028561959481
2021-02-23,0.08429650547740407
2021-02-24,0.08653952546601051
2021-02-24,0.07846051370770016
2021-02-25,0.24316298179934545
2021-03-01,0.6391649259042358
2021-03-02,0.5005795754492879
2021-03-02,0.29706125848211423
2021-03-03,0.3477291560629451
2021-03-05,0.439917253451088
2021-03-07,0.4554050714733464
2021-03-08,0.4134046449925204
2021-03-09,0.3170421006360399
2021-03-11,0.32011204760159745
2021-03-12,0.24392911244744594
2021-03-14,0.2943468931377344
2021-03-16,0.3331727646508563
2021-03-17,0.34152418473660723
2021-03-18,0.2710375237543998
2021-03-18,0.371077381506658
2021-03-22,0.396810321627728
2021-03-23,0.37461414595612813
2021-03-24,0.6446484487227491
2021-03-24,0.698973982146745
2021-03-25,0.7341573412131565
2021-03-29,0.5558368787641425
2021-03-29,0.4312727717605319
2021-03-30,0.5107604136962101
2021-03-31,0.4932638867798464
2021-04-02,0.3988178892934467
2021-04-04,0.38685218436895263
2021-04-05,0.3056122951804545
2021-04-06,0.347210286341772
2021-04-08,0.4486910850626469
2021-04-09,0.34992140151665674
2021-04-11,0.4582743945237207
2021-04-13,0.39062289947033046
2021-04-14,0.36721910047327844
2021-04-15,0.14667604183763297
2021-04-15,0.12064394737951681
2021-04-19,0.14948404050762726
2021-04-20,0.17877375049617628
2021-04-21,0.3973169258355223
2021-04-21,0.2653419001489522
2021-04-22,0.4081856752274948
2021-04-26,0.25583536345978125
2021-04-26,0.13804696055150734
2021-04-27,0.25955156531840495
2021-04-28,0.2540278053555442
2021-04-30,0.3167312365172441
2021-05-02,0.4633808677348394
2021-05-03,0.2673922925294472
2021-05-05,0.4389994895354773
2021-05-06,0.2741173258725157
2021-05-07,0.221172382410127
2021-05-09,0.13196421339860637
2021-05-11,0.18073659593564448
2021-05-12,0.24094901710024236
2021-05-13,0.5307270532506062
2021-05-13,0.5205527179730322
2021-05-17,0.35305915782743263
2021-05-18,0.4010888296873781
2021-05-18,0.2704906040355098
2021-05-19,0.4829760046010251
2021-05-20,0.29691969077642005
2021-05-24,0.42047306680717866
2021-05-24,0.3415734274811142
2021-05-25,0.3645455110393012
2021-05-26,0.38498093742991707
2021-05-28,0.39272728099637755
2021-05-30,0.5120287575660921
2021-05-31,0.32824714221257095
2021-06-02,0.2986487507947871
2021-06-03,0.32743282720284206
2021-06-04,0.6819545102329185
2021-06-06,0.2498675836498912
2021-06-08,0.1861151670093728
2021-06-09,0.24920009094286683
2021-06-10,0.2865840610780716
2021-06-10,0.25194157495759
2021-06-14,0.5386284204069703
2021-06-15,0.45780929588809016
2021-06-15,0.5845306190773653
2021-06-16,0.6592583258325833
2021-06-17,0.800977958148973
2021-06-21,0.8557750401933376
2021-06-21,0.731059805098144
2021-06-22,0.6459160118130898
2021-06-23,0.44053930864261237
2021-06-25,0.4336108829748196
2021-06-27,0.3670056157455627
2021-06-28,0.4573072149160776
2021-06-30,0.6553303767149374
2021-07-01,0.692999776362896
2021-07-02,0.751012539917439
2021-07-04,0.5522110831628149
2021-07-06,0.49290017363769806
2021-07-07,0.6033006038155038
2021-07-08,0.5732653460202516
2021-07-08,0.7324653275183312
2021-07-12,0.5955896042787989
2021-07-13,0.5286466828890019
2021-07-13,0.5765369573169016
