time,long_percentage
2020-11-10,0.807956857125946
2020-11-11,0.7780594827181782
2020-11-12,0.7087256267504286
2020-11-13,0.5913228216757922
2020-11-16,0.5643367161532105
2020-11-17,0.6757824815376056
2020-11-18,0.6637711995932281
2020-11-18,0.71159031496054
2020-11-20,0.6928083719721914
2020-11-23,0.6696839643458052
2020-11-24,0.6827258896168474
2020-11-25,0.7457714454357792
2020-11-26,0.7634220401433816
2020-11-27,0.7341499750466459
2020-11-29,0.7742651471408162
2020-12-01,0.7484785194634744
2020-12-02,0.7741114935464923
2020-12-03,0.777821602015162
2020-12-04,0.7902834621576075
2020-12-07,0.8355154319091501
2020-12-08,0.8300705982938222
2020-12-09,0.8131265231239754
2020-12-10,0.8080999963205727
2020-12-11,0.8316951204011501
2020-12-14,0.8094861697876371
2020-12-15,0.8014406291907122
2020-12-16,0.8399253763677802
2020-12-17,0.795847020354579
2020-12-18,0.8061855358429532
2020-12-21,0.7311855397513078
2020-12-22,0.6395033952090494
2020-12-23,0.5369223260709785
2020-12-24,0.6591589493316421
2020-12-27,0.6824473041965309
2020-12-29,0.6278278094860779
2020-12-30,0.7011850095028339
2020-12-31,0.7461863416132255
2021-01-04,0.76998037200514
2021-01-05,0.6090362415765779
2021-01-06,0.7931145008301524
2021-01-07,0.7305354657477461
2021-01-07,0.7189996437425488
2021-01-11,0.6794040377264124
2021-01-12,0.6417822016826638
2021-01-13,0.7512491488607476
2021-01-14,0.7724546054384651
2021-01-15,0.8412129445282125
2021-01-18,0.6303776469609352
2021-01-19,0.5543891553516963
2021-01-20,0.7155096682098633
2021-01-21,0.8382570841477233
2021-01-22,0.8253168374004528
2021-01-25,0.4659434651529773
2021-01-26,0.44738705553000624
2021-01-27,0.6291506989701287
2021-01-28,0.5005810883279869
2021-01-29,0.3434795767363264
2021-02-01,0.5346206466437243
2021-02-02,0.4591862344911252
2021-02-03,0.6157628593944982
2021-02-04,0.666177607836398
2021-02-05,0.4747218820794888
2021-02-08,0.6549642377330867
2021-02-09,0.7090058112341986
2021-02-10,0.749478141044053
2021-02-11,0.8079617190405859
2021-02-12,0.7762104498397596
2021-02-15,0.7449235345386456
2021-02-15,0.8581270432876087
2021-02-17,0.5555192284114594
2021-02-18,0.506761152511125
2021-02-19,0.6994328635071234
2021-02-22,0.836117575324933
2021-02-23,0.7380169008818057
2021-02-24,0.7890336687885812
2021-02-25,0.8479109415622141
2021-02-26,0.5184080918371621
2021-03-01,0.3089481186868179
2021-03-02,0.47554795579657194
2021-03-03,0.6665415244662763
2021-03-04,0.5779444633595061
2021-03-05,0.5098626569201118
2021-03-08,0.6212893173044519
2021-03-09,0.6326432433083701
2021-03-10,0.5806893045072677
2021-03-11,0.6482141054285752
2021-03-12,0.8425082349255771
2021-03-15,0.7911437114578654
2021-03-16,0.8277646209980223
2021-03-17,0.8795418457166957
2021-03-18,0.8620860965354472
2021-03-19,0.5326254912871357
2021-03-22,0.5207144589523898
2021-03-23,0.49596350575668574
2021-03-24,0.38731263666036403
2021-03-25,0.4420687351696044
2021-03-26,0.35769636960295914
2021-03-29,0.4183780143863361
2021-03-30,0.40281787237709504
2021-03-31,0.3494837888733981
2021-04-01,0.5481653531173775
2021-04-02,0.5309680221833457
2021-04-05,0.49557140898241303
2021-04-06,0.6998163184706563
2021-04-06,0.5045003307576039
2021-04-08,0.37956291583762364
2021-04-09,0.6201017526283278
2021-04-12,0.5521850382562445
2021-04-13,0.6201762130743479
2021-04-14,0.7243431757810533
2021-04-15,0.7416833523844595
2021-04-16,0.5003887743261122
2021-04-19,0.7009765660452705
2021-04-20,0.5563158286230698
2021-04-21,0.3035176222158434
2021-04-22,0.7464735064244485
2021-04-23,0.7384932815096418
2021-04-26,0.7681059273729255
2021-04-27,0.8889946571653264
2021-04-28,0.888900389883725
2021-04-29,0.928297641803701
2021-04-30,0.9365117314149044
2021-05-03,0.9289672534383232
2021-05-04,0.9276675331146148
2021-05-05,0.8808271236623443
2021-05-06,0.9047659955990899
2021-05-07,0.9287140222146437
2021-05-10,0.9233090299928346
2021-05-11,0.928783392099538
2021-05-12,0.925959003367562
2021-05-13,0.8816771389360505
2021-05-14,0.8082598033999105
2021-05-17,0.8876744820274096
2021-05-18,0.9121147640848616
2021-05-19,0.880823950802834
2021-05-20,0.8374209344517134
2021-05-21,0.9039771537841754
2021-05-24,0.8877980419371869
2021-05-25,0.8990646780542414
2021-05-26,0.8894798553271986
2021-05-27,0.8332616908238282
2021-05-28,0.8951342244146938
2021-05-31,0.8917316417655691
2021-06-01,0.8929200372416306
2021-06-02,0.8645836722211739
2021-06-03,0.8936646028430146
2021-06-04,0.7542773845138344
2021-06-07,0.8656673782124171
2021-06-08,0.89383126215065
2021-06-09,0.8372482550323677
2021-06-10,0.8441541663602866
2021-06-11,0.8789444634037411
2021-06-14,0.6888465363800921
2021-06-15,0.7865431381330806
2021-06-16,0.6540842886785329
2021-06-17,0.5554182359281415
2021-06-18,0.30877351599995523
2021-06-21,0.2429457631882784
2021-06-22,0.4322436054984149
2021-06-23,0.5745943856726888
2021-06-23,0.695370898580076
2021-06-25,0.6351766260396621
2021-06-28,0.694463753840381
2021-06-29,0.6257135046578739
2021-06-30,0.4571116423859829
2021-07-01,0.5102855026597536
2021-07-02,0.4736059160581429
2021-07-04,0.7068405124641809
2021-07-06,0.6619762112674966
2021-07-07,0.39000222817903757
2021-07-08,0.38477074492320706
2021-07-09,0.326276550131466
2021-07-12,0.407094982783409
2021-07-13,0.49997730047423605
2021-07-14,0.39430178159639223
