timestamp,value
1149984000000,-88030
1150588800000,-76569
1151193600000,-88446
1151798400000,-92663
1152403200000,-108781
1153008000000,-71930
1153612800000,-69815
1154217600000,-97863
1154822400000,-121815
1155427200000,-117729
1156032000000,-111856
1156636800000,-104466
1157241600000,-104103
1157846400000,-84604
1158451200000,-64512
1159056000000,-69584
1159660800000,-71868
1160265600000,-49824
1160870400000,-34922
1161475200000,-31893
1162080000000,-78279
1162684800000,-94122
1163289600000,-84266
1163894400000,-90115
1164499200000,-108836
1165104000000,-128314
1165708800000,-129244
1166313600000,-124999
1166918400000,-115965
1167523200000,-109570
1168128000000,-104339
1168732800000,-77184
1169337600000,-80589
1169942400000,-78302
1170547200000,-65632
1171152000000,-106122
1171756800000,-123536
1172361600000,-131620
1172966400000,-115836
1173571200000,-123393
1174176000000,-116731
1174780800000,-118794
1175385600000,-125013
1175990400000,-130172
1176595200000,-135954
1177200000000,-139381
1177804800000,-135187
1178409600000,-130025
1179014400000,-141542
1179619200000,-109877
1180224000000,-115711
1180828800000,-103460
1181433600000,-69204
1182038400000,-65601
1182643200000,-86696
1183248000000,-107321
1183852800000,-130393
1184457600000,-132565
1185062400000,-130358
1185667200000,-105228
1186272000000,-107244
1186876800000,-86413
1187481600000,-58839
1188086400000,-54556
1188691200000,-64613
1189296000000,-80592
1189900800000,-111468
1190505600000,-101679
1191110400000,-113562
1191715200000,-109675
1192320000000,-108449
1192924800000,-84647
1193529600000,-87098
1194134400000,-96617
1194739200000,-85823
1195344000000,-84232
1195948800000,-79646
1196553600000,-82191
1197158400000,-75761
1197763200000,-44815
1198368000000,-42616
1198972800000,-44511
1199577600000,-67538
1200182400000,-59921
1200787200000,-35865
1201392000000,-34124
1201996800000,-22866
1202601600000,-15337
1203206400000,-19001
1203811200000,-39861
1204416000000,-41312
1205020800000,-33014
1205625600000,-31006
1206230400000,-46345
1206835200000,-32468
1207440000000,-30616
1208044800000,-23001
1208649600000,-22112
1209254400000,24505
1209859200000,9407
1210464000000,8153
1211068800000,-9872
1211673600000,-1920
1212278400000,23473
1212883200000,13683
1213488000000,4187
1214092800000,-10485
1214697600000,-33437
1215302400000,-25751
1215907200000,-32753
1216512000000,-5874
1217116800000,19138
1217721600000,14143
1218326400000,19109
1218931200000,21497
1219536000000,37380
1220140800000,43494
1220745600000,36117
1221350400000,44526
1221955200000,30646
1222560000000,32969
1223164800000,21601
1223769600000,36329
1224374400000,33326
1224979200000,32688
1225584000000,26155
1226188800000,29759
1226793600000,23652
1227398400000,19710
1228003200000,19113
1228608000000,7754
1229212800000,-2688
1229817600000,-6827
1230422400000,-7081
1231027200000,-11494
1231632000000,27
1232236800000,5058
1232841600000,3999
1233446400000,3446
1234051200000,6558
1234656000000,15078
1235260800000,7517
1235865600000,19432
1236470400000,5325
1237075200000,2191
1237680000000,-6325
1238284800000,-13764
1238889600000,-18158
1239494400000,-16866
1240099200000,-4535
1240704000000,1694
1241308800000,-8223
1241913600000,-19862
1242518400000,-22512
1243123200000,-31167
1243728000000,-22004
1244332800000,-32620
1244937600000,-24234
1245542400000,-26943
1246147200000,-25358
1246752000000,-25947
1247356800000,-29698
1247961600000,-54980
1248566400000,-38650
1249171200000,-49470
1249776000000,-35775
1250380800000,-21398
1250985600000,-38425
1251590400000,-25219
1252195200000,-40707
1252800000000,-63539
1253404800000,-60578
1254009600000,-62124
1254614400000,-75540
1255219200000,-66047
1255824000000,-56403
