timestamp,value
1320537600000,-31095
1321142400000,-27338
1321747200000,-19827
1322352000000,-7741
1322956800000,-30954
1323561600000,-36406
1324166400000,-26872
1324771200000,-35034
1325376000000,-49161
1325980800000,-60123
1326585600000,-64096
1327190400000,-80472
1327795200000,-88177
1328400000000,-89774
1329004800000,-87442
1329609600000,-87468
1330214400000,-92989
1330819200000,-71858
1331424000000,-77102
1332028800000,-55440
1332633600000,-68238
1333238400000,-56921
1333843200000,-45082
1334448000000,-57632
1335052800000,-50128
1335657600000,-62778
1336262400000,-22367
1336867200000,1615
1337472000000,25171
1338076800000,50069
1338681600000,65874
1339286400000,60032
1339891200000,13027
1340496000000,5570
1341100800000,-4178
1341705600000,-13344
1342310400000,-10940
1342915200000,-26193
1343520000000,-43730
1344124800000,-62204
1344729600000,-76730
1345334400000,-98930
1345939200000,-88257
1346544000000,-68446
1347148800000,-74769
1347753600000,-81250
1348358400000,-102584
1348963200000,-75196
1349568000000,-44019
1350172800000,-42690
1350777600000,-49590
1351382400000,-62443
1351987200000,-76113
1352592000000,-77994
1353196800000,-75569
1353801600000,-91180
1354406400000,-105874
1355011200000,-118210
1355616000000,-118699
1356220800000,-94434
1356825600000,-93205
1357430400000,-99017
1358035200000,-114572
1358640000000,-120319
1359244800000,-102600
1359849600000,-97468
1360454400000,-58149
1361059200000,-47477
1361664000000,-19178
1362268800000,-2174
1362873600000,-23311
1363478400000,-64010
1364083200000,-97759
1364688000000,-96879
1365292800000,-93032
1365897600000,-61952
1366502400000,-29710
1367107200000,-33683
1367712000000,-5361
1368316800000,29308
1368921600000,57117
1369526400000,67194
1370131200000,86193
1370736000000,88204
1371340800000,90900
1371945600000,89128
1372550400000,94708
1373155200000,89350
1373760000000,94442
1374364800000,81176
1374969600000,93881
1375574400000,102236
1376179200000,82777
1376784000000,82549
1377388800000,90251
1377993600000,88374
1378598400000,74740
1379203200000,38941
1379808000000,42141
1380412800000,33563
1381017600000,33169
1381622400000,36248
1382227200000,24160
1382832000000,20962
1383436800000,27927
1384041600000,43277
1384646400000,44478
1385251200000,44843
1385856000000,60536
1386460800000,63679
1387065600000,66767
1387670400000,72121
1388275200000,74074
1388880000000,73202
1389484800000,65991
1390089600000,87769
1390694400000,88485
1391299200000,75480
1391904000000,64746
1392508800000,59175
1393113600000,54868
1393718400000,56360
1394323200000,55343
1394928000000,30633
1395532800000,26035
1396137600000,6118
1396742400000,-2104
1397347200000,-6927
1397952000000,-19980
1398556800000,-13324
1399161600000,-12583
1399766400000,-20418
1400371200000,-19699
1400976000000,-16637
1401580800000,-22256
1402185600000,-34179
1402790400000,-37008
1403395200000,-41939
1404000000000,-49105
1404604800000,-42635
1405209600000,-43750
1405814400000,-47080
1406419200000,-45980
1407024000000,-34752
1407628800000,-29447
1408233600000,-39181
1408838400000,-44604
1409443200000,-51058
1410048000000,-42002
1410652800000,-11587
1411257600000,562
1411862400000,17048
1412467200000,45107
1413072000000,47220
1413676800000,48774
1414281600000,46028
1414886400000,55660
1415491200000,58678
1416096000000,55239
1416700800000,59146
1417305600000,58769
1417910400000,65280
1418515200000,56235
1419120000000,61321
1419724800000,63170
1420329600000,72169
1420934400000,68844
1421539200000,70448
1422144000000,78541
1422748800000,85786
1423353600000,82727
1423958400000,82494
1424563200000,91479
1425168000000,85162
1425772800000,107717
1426377600000,56113
1426982400000,50321
1427587200000,45893
1428192000000,67838
1428796800000,71396
1429401600000,59245
1430006400000,44578
1430611200000,12836
1431216000000,10325
1431820800000,4058
1432425600000,11898
1433030400000,33511
1433635200000,34010
1434240000000,19713
1434844800000,24475
1435449600000,28743
1436054400000,47565
1436659200000,60101
1437264000000,70911
1437868800000,81970
1438473600000,81451
1439078400000,78735
1439683200000,76778
1440288000000,89239
1440892800000,82795
1441497600000,84684
1442102400000,66468
1442707200000,75971
1443312000000,69579
1443916800000,62785
1444521600000,47727
1445126400000,50636
1445731200000,49145
1446336000000,59495
1446940800000,80186
1447545600000,88864
1448150400000,75027
1448755200000,59494
1449360000000,44118
1449964800000,21381
1450569600000,33568
1451779200000,26056
1452384000000,46601
1452988800000,59902
1453593600000,50874
1454198400000,41630
1454803200000,14479
1455408000000,5308
1456012800000,-4593
1456617600000,-10617
1457222400000,-33359
1457827200000,-22868
1458432000000,-31481
1459036800000,-35765
1459641600000,-37235
1460246400000,-45114
1460851200000,-53551
1461456000000,-68470
1462060800000,-58577
1462665600000,-42718
1463270400000,-26088
1463875200000,-605
1464480000000,8618
1465084800000,19482
1465689600000,9618
1466294400000,6143
1466899200000,-1915
1467504000000,-8961
1468108800000,-24149
1468713600000,-34232
1469318400000,-33827
1469923200000,-36204
1470528000000,-42396
1471132800000,-50856
1471737600000,-49989
1472342400000,-47061
1472947200000,-43568
1473552000000,-37882
1474156800000,-9234
1474761600000,-18169
1475366400000,-28121
1475971200000,-32384
1476576000000,-37615
1477180800000,-40171
1477785600000,-46709
1478390400000,-49750
1478995200000,-45563
1479600000000,-27269
1480204800000,-17297
1480809600000,-19803
1481414400000,-15825
1482019200000,2761
1482624000000,9238
1483228800000,14192
1483833600000,16043
1484438400000,3372
1485043200000,-9193
1485648000000,-15530
1486252800000,-25435
1486857600000,-32507
1487462400000,-41636
1488067200000,-58061
1488672000000,-55374
1489276800000,-45488
1489881600000,-55683
1490486400000,-58222
1491091200000,-55260
1491696000000,-48446
1492300800000,-46433
1492905600000,-41869
1493510400000,-40638
1494115200000,-16057
1494720000000,8986
1495324800000,8515
1495929600000,7282
1496534400000,8219
1497139200000,6525
1497744000000,-14197
1498348800000,-20451
1498953600000,-38910
1499558400000,-41966
1500163200000,-62449
1500768000000,-71209
1501372800000,-79588
1501977600000,-75475
1502582400000,-77465
1503187200000,-75872
1503792000000,-81414
1504396800000,-83189
1505001600000,-83253
1505606400000,-87022
1506211200000,-89265
1506816000000,-82183
1507420800000,-79397
1508025600000,-74301
1508630400000,-68738
1509235200000,-52443
1509840000000,-46134
1510444800000,-44903
1511049600000,-36814
1511654400000,-34999
1512259200000,-33073
1512864000000,-28686
1513468800000,20317
1514073600000,15006
1514678400000,15533
1515283200000,-12969
1515888000000,-16696
1516492800000,-28100
1517097600000,-24363
1517702400000,-25764
1518307200000,-15998
1518912000000,-17432
1519516800000,-13121
1520121600000,-4994
1520726400000,-3151
1521331200000,-13950
1521936000000,-3041
1522540800000,4906
1523145600000,7936
1523750400000,9661
1524355200000,15003
1524960000000,20929
1525564800000,33508
1526169600000,44296
1526774400000,42912
1527379200000,41322
1527984000000,36602
1528588800000,29066
1529193600000,60548
1529798400000,62758
1530403200000,62546
1531008000000,62880
1531612800000,61264
1532217600000,65015
1532822400000,71147
1533427200000,76617
1534032000000,75774
1534636800000,76193
1535241600000,66207
1535846400000,67814
1536451200000,66845
1537056000000,93785
1537660800000,93511
1538265600000,90247
1538870400000,93869
1539475200000,92905
1540080000000,89932
1540684800000,93402
1541289600000,83824
1541894400000,75972
1542499200000,69836
1543104000000,67982
1543708800000,60831
1544313600000,55621
1544918400000,48203
1545523200000,42983
1546128000000,42918
1546732800000,55302
1547337600000,52918
1547942400000,49773
1548547200000,45548
1549152000000,41993
1549756800000,47229
1550361600000,50165
1550966400000,50404
1551571200000,55806
1552176000000,59378
1552780800000,65128
1553385600000,70220
1553990400000,69611
1554595200000,68766
1555200000000,62470
1555804800000,68021
1556409600000,79297
1557014400000,76783
1557619200000,76907
1558224000000,79169
1558828800000,80586
1559433600000,78392
1560038400000,74296
1560643200000,79779
1561248000000,77799
1561852800000,68380
1562457600000,64616
1563062400000,59519
1563667200000,53289
1564272000000,60216
1564876800000,63630
1565481600000,73553
1566086400000,73897
1566691200000,73343
1567296000000,67958
1567900800000,60559
1568505600000,48493
1569110400000,55769
1569715200000,61639
1570320000000,55844
1570924800000,54838
1571529600000,50594
1572134400000,45359
1572739200000,33275
1573344000000,44139
1573948800000,52461
1574553600000,48763
1575158400000,38578
1575763200000,38909
1576368000000,49110
1576972800000,49176
1577577600000,36408
1578182400000,15660
1578787200000,15043
1579392000000,19283
1579996800000,31379
1580601600000,49242
1581206400000,39430
1581811200000,40932
1582416000000,49865
1583020800000,65240
1583625600000,65865
1584230400000,38825
1584835200000,37225
1585440000000,44464
1586044800000,47994
1586649600000,51273
1587254400000,50893
1587859200000,50216
1588464000000,48074
1589068800000,49963
1589673600000,51246
1590278400000,54237
1590883200000,53852
1591488000000,43641
1592092800000,7192
1592697600000,5998
1593302400000,6109
1593907200000,-1811
1594512000000,-4152
1595116800000,-446
1595721600000,46
1596326400000,-7508
1596931200000,-3709
1597536000000,-6505
1598140800000,-5532
1598745600000,-11047
1599350400000,-9266
1599955200000,-25254
1600560000000,-21580
1601164800000,-14009
1601769600000,-15961
1602374400000,-12503
1602979200000,-15947
1603584000000,-16306
1604188800000,-5201
1604793600000,2256
1605398400000,-4464
1606003200000,-3469
1606608000000,-4982
1607212800000,-7080
1607817600000,-9605
1608422400000,-9672
1609027200000,-12713
1609632000000,-13709
1610236800000,-18013
1610841600000,-22136
1611446400000,-17638
1612051200000,-15919
1612656000000,-15691
1613260800000,-14170
1613865600000,-17871
1614470400000,-22596
1615075200000,-20909
1615680000000,-20446
1616284800000,-19221
1616889600000,-18637
1617494400000,-15494
1618099200000,-13546
1618704000000,-14290
1619308800000,-15139
1619913600000,-15179
1620518400000,-20569
1621123200000,-17887
1621728000000,-12789
1622332800000,-12013
1622937600000,-4303
1623542400000,10356
1624147200000,20348
1624752000000,16252
1625356800000,26485
1625961600000,34603
1626566400000,44984
1627171200000,51603
1627776000000,51437
1628380800000,64248
1628985600000,69709
1629590400000,77460
1630195200000,81581
1630800000000,83455
1631404800000,96033
1632009600000,102302
1632614400000,104698
1633219200000,108693
1633824000000,102000
1634428800000,81311
1635033600000,76399
1635638400000,73970
1636243200000,66185
1636848000000,69858
1637452800000,73423
1638057600000,94709
1638662400000,98874
1639267200000,98423
1639872000000,98033
1640476800000,99476
1641081600000,100809
1641686400000,103609
1642291200000,98519
1642896000000,97749
1643500800000,96098
1644105600000,98357
1644710400000,97684
1645315200000,96072
1645920000000,87737
1646524800000,78183
1647129600000,48640
1647734400000,48388
1648339200000,40894
1648944000000,22332
1649548800000,17876
1650153600000,20800
1650758400000,28916
1651363200000,34225
1651968000000,47126
1652572800000,54437
1653177600000,53269
1653782400000,51128
1654387200000,47413
1654992000000,44710
1655596800000,44608
1656201600000,47163
1656806400000,55708
1657411200000,52490
1658016000000,49276
1658620800000,50601
1659225600000,62124
1659830400000,59441
1660435200000,63470
1661040000000,64185
1661644800000,62503
1662249600000,63784
1662854400000,67018
1663459200000,52128
1664064000000,47998
1664668800000,38804
1665273600000,42692
1665878400000,48971
1666483200000,66319
1667088000000,62726
1667692800000,55223
