1860000,1.38655,1.38663,1.38655,1.38661,0,1.38669,1.38675,1.38669,1.38674,0
1920000,1.38661,1.38662,1.38661,1.38661,0,1.38673,1.38674,1.38673,1.38674,0
1980000,1.38661,1.38661,1.38661,1.38661,0,1.38672,1.38672,1.38672,1.38672,0
2040000,1.38661,1.38661,1.38661,1.38661,0,1.38673,1.38674,1.38672,1.38672,0
2100000,1.38661,1.38662,1.38661,1.38662,0,1.38674,1.38674,1.38674,1.38674,0
2160000,1.38661,1.38665,1.38661,1.38664,0,1.38674,1.38676,1.38673,1.38675,0
2220000,1.38664,1.38667,1.38662,1.38665,0,1.38676,1.38680,1.38674,1.38674,0
2400000,1.38664,1.38671,1.38664,1.38671,0,1.38675,1.38683,1.38675,1.38682,0
2520000,1.38671,1.38672,1.38671,1.38671,0,1.38683,1.38683,1.38682,1.38683,0
2580000,1.38673,1.38673,1.38669,1.38669,0,1.38683,1.38684,1.38681,1.38682,0
2640000,1.38672,1.38674,1.38668,1.38672,0,1.38683,1.38688,1.38680,1.38684,0
2700000,1.38673,1.38674,1.38669,1.38669,0,1.38684,1.38686,1.38681,1.38681,0
2760000,1.38670,1.38680,1.38669,1.38679,0,1.38685,1.38691,1.38682,1.38690,0
2820000,1.38678,1.38681,1.38675,1.38681,0,1.38690,1.38693,1.38687,1.38693,0
2880000,1.38681,1.38681,1.38681,1.38681,0,1.38694,1.38694,1.38693,1.38693,0
2940000,1.38681,1.38682,1.38679,1.38680,0,1.38691,1.38693,1.38691,1.38691,0
3000000,1.38682,1.38691,1.38682,1.38691,0,1.38694,1.38702,1.38694,1.38702,0
3060000,1.38692,1.38692,1.38689,1.38690,0,1.38701,1.38704,1.38701,1.38701,0
3120000,1.38689,1.38692,1.38689,1.38691,0,1.38702,1.38703,1.38700,1.38700,0
3180000,1.38691,1.38691,1.38687,1.38688,0,1.38701,1.38702,1.38699,1.38699,0
3240000,1.38687,1.38689,1.38674,1.38674,0,1.38697,1.38701,1.38687,1.38687,0
3300000,1.38672,1.38679,1.38655,1.38669,0,1.38685,1.38692,1.38680,1.38682,0
3360000,1.38671,1.38673,1.38671,1.38671,0,1.38684,1.38685,1.38683,1.38683,0
3420000,1.38672,1.38673,1.38671,1.38673,0,1.38681,1.38686,1.38681,1.38685,0
3480000,1.38674,1.38690,1.38672,1.38690,0,1.38685,1.38702,1.38685,1.38702,0
3540000,1.38689,1.38691,1.38679,1.38689,0,1.38702,1.38703,1.38695,1.38698,0
3600000,1.38688,1.38689,1.38680,1.38680,0,1.38699,1.38701,1.38691,1.38692,0
3660000,1.38681,1.38683,1.38676,1.38680,0,1.38691,1.38694,1.38689,1.38691,0
3720000,1.38681,1.38681,1.38679,1.38681,0,1.38690,1.38693,1.38690,1.38691,0
3780000,1.38680,1.38680,1.38679,1.38679,0,1.38691,1.38691,1.38691,1.38691,0
3960000,1.38680,1.38682,1.38680,1.38681,0,1.38691,1.38693,1.38691,1.38693,0
4020000,1.38680,1.38682,1.38679,1.38680,0,1.38694,1.38694,1.38691,1.38693,0
4080000,1.38679,1.38680,1.38679,1.38680,0,1.38694,1.38694,1.38694,1.38694,0
4140000,1.38678,1.38680,1.38678,1.38680,0,1.38692,1.38694,1.38692,1.38694,0
4200000,1.38678,1.38679,1.38678,1.38678,0,1.38693,1.38693,1.38693,1.38693,0
4260000,1.38679,1.38690,1.38679,1.38689,0,1.38693,1.38704,1.38693,1.38703,0
4320000,1.38686,1.38693,1.38685,1.38689,0,1.38700,1.38706,1.38700,1.38706,0
4380000,1.38692,1.38693,1.38691,1.38693,0,1.38705,1.38706,1.38704,1.38705,0
4440000,1.38692,1.38703,1.38691,1.38702,0,1.38705,1.38718,1.38705,1.38716,0
4500000,1.38702,1.38704,1.38702,1.38702,0,1.38717,1.38718,1.38716,1.38716,0
4560000,1.38703,1.38715,1.38701,1.38713,0,1.38715,1.38728,1.38713,1.38726,0
4620000,1.38714,1.38714,1.38707,1.38710,0,1.38726,1.38726,1.38720,1.38722,0
4680000,1.38709,1.38712,1.38704,1.38710,0,1.38723,1.38726,1.38718,1.38723,0
4740000,1.38710,1.38710,1.38709,1.38710,0,1.38722,1.38723,1.38722,1.38723,0
4800000,1.38708,1.38710,1.38702,1.38704,0,1.38723,1.38725,1.38715,1.38717,0
4860000,1.38705,1.38711,1.38701,1.38711,0,1.38716,1.38724,1.38714,1.38724,0
4920000,1.38713,1.38714,1.38712,1.38712,0,1.38727,1.38727,1.38726,1.38726,0
4980000,1.38711,1.38711,1.38711,1.38711,0,1.38724,1.38724,1.38724,1.38724,0
5040000,1.38711,1.38712,1.38710,1.38710,0,1.38723,1.38725,1.38723,1.38723,0
5100000,1.38709,1.38711,1.38709,1.38711,0,1.38724,1.38725,1.38724,1.38724,0
5160000,1.38711,1.38711,1.38709,1.38709,0,1.38725,1.38725,1.38723,1.38723,0
5220000,1.38709,1.38710,1.38709,1.38710,0,1.38724,1.38724,1.38723,1.38723,0
5280000,1.38710,1.38710,1.38710,1.38710,0,1.38724,1.38724,1.38724,1.38724,0
5340000,1.38710,1.38710,1.38710,1.38710,0,1.38723,1.38723,1.38723,1.38723,0
5400000,1.38709,1.38711,1.38709,1.38711,0,1.38723,1.38725,1.38723,1.38725,0
5460000,1.38709,1.38711,1.38705,1.38708,0,1.38724,1.38724,1.38719,1.38721,0
5520000,1.38707,1.38708,1.38706,1.38707,0,1.38722,1.38722,1.38720,1.38721,0
5580000,1.38707,1.38708,1.38704,1.38705,0,1.38719,1.38722,1.38718,1.38718,0
5640000,1.38704,1.38708,1.38704,1.38708,0,1.38719,1.38723,1.38718,1.38720,0
5700000,1.38708,1.38711,1.38707,1.38711,0,1.38721,1.38725,1.38720,1.38723,0
5760000,1.38710,1.38711,1.38708,1.38709,0,1.38724,1.38725,1.38723,1.38723,0
5820000,1.38710,1.38711,1.38710,1.38710,0,1.38725,1.38725,1.38723,1.38724,0
5880000,1.38708,1.38710,1.38708,1.38710,0,1.38724,1.38724,1.38723,1.38723,0
5940000,1.38711,1.38711,1.38707,1.38708,0,1.38726,1.38726,1.38721,1.38721,0
6000000,1.38707,1.38708,1.38696,1.38698,0,1.38722,1.38722,1.38711,1.38711,0
6060000,1.38698,1.38698,1.38694,1.38695,0,1.38710,1.38711,1.38708,1.38710,0
6120000,1.38696,1.38698,1.38696,1.38697,0,1.38710,1.38712,1.38709,1.38710,0
6180000,1.38697,1.38698,1.38696,1.38698,0,1.38711,1.38712,1.38711,1.38712,0
6240000,1.38698,1.38698,1.38698,1.38698,0,1.38713,1.38713,1.38712,1.38712,0
6360000,1.38697,1.38697,1.38697,1.38697,0,1.38712,1.38712,1.38712,1.38712,0
6420000,1.38698,1.38698,1.38698,1.38698,0,1.38712,1.38712,1.38712,1.38712,0
6480000,1.38697,1.38698,1.38696,1.38698,0,1.38712,1.38712,1.38710,1.38712,0
6540000,1.38699,1.38699,1.38697,1.38697,0,1.38711,1.38711,1.38711,1.38711,0
6600000,1.38695,1.38695,1.38687,1.38691,0,1.38709,1.38709,1.38703,1.38705,0
6660000,1.38691,1.38691,1.38687,1.38687,0,1.38706,1.38706,1.38702,1.38702,0
6720000,1.38687,1.38687,1.38687,1.38687,0,1.38703,1.38703,1.38703,1.38703,0
6780000,1.38687,1.38688,1.38684,1.38684,0,1.38701,1.38703,1.38698,1.38698,0
6840000,1.38687,1.38688,1.38685,1.38686,0,1.38701,1.38704,1.38700,1.38700,0
6900000,1.38688,1.38688,1.38684,1.38686,0,1.38700,1.38702,1.38700,1.38702,0
6960000,1.38687,1.38690,1.38687,1.38689,0,1.38702,1.38705,1.38702,1.38705,0
7020000,1.38690,1.38691,1.38689,1.38691,0,1.38704,1.38706,1.38704,1.38706,0
7080000,1.38689,1.38691,1.38689,1.38691,0,1.38704,1.38704,1.38704,1.38704,0
7140000,1.38690,1.38691,1.38688,1.38688,0,1.38705,1.38705,1.38702,1.38702,0
7200000,1.38688,1.38693,1.38688,1.38688,0,1.38703,1.38706,1.38702,1.38703,0
7260000,1.38689,1.38689,1.38688,1.38688,0,1.38702,1.38703,1.38702,1.38703,0
7320000,1.38690,1.38691,1.38689,1.38691,0,1.38704,1.38704,1.38702,1.38703,0
7380000,1.38690,1.38692,1.38690,1.38692,0,1.38703,1.38705,1.38702,1.38705,0
7440000,1.38693,1.38693,1.38692,1.38693,0,1.38707,1.38708,1.38707,1.38708,0
7500000,1.38694,1.38700,1.38693,1.38700,0,1.38708,1.38714,1.38706,1.38713,0
7560000,1.38699,1.38699,1.38699,1.38699,0,1.38713,1.38713,1.38713,1.38713,0
7620000,1.38696,1.38696,1.38691,1.38693,0,1.38710,1.38710,1.38706,1.38706,0
7680000,1.38693,1.38698,1.38692,1.38698,0,1.38707,1.38712,1.38707,1.38711,0
7740000,1.38699,1.38699,1.38699,1.38699,0,1.38713,1.38713,1.38713,1.38713,0
7800000,1.38700,1.38700,1.38697,1.38700,0,1.38712,1.38713,1.38712,1.38712,0
7860000,1.38697,1.38699,1.38697,1.38699,0,1.38713,1.38715,1.38712,1.38712,0
7920000,1.38698,1.38702,1.38698,1.38701,0,1.38713,1.38716,1.38713,1.38714,0
7980000,1.38700,1.38706,1.38700,1.38703,0,1.38714,1.38720,1.38714,1.38716,0
8100000,1.38701,1.38701,1.38700,1.38701,0,1.38715,1.38715,1.38713,1.38713,0
8160000,1.38701,1.38701,1.38700,1.38700,0,1.38715,1.38715,1.38714,1.38715,0
8220000,1.38702,1.38702,1.38700,1.38701,0,1.38714,1.38717,1.38714,1.38716,0
8280000,1.38699,1.38700,1.38699,1.38699,0,1.38715,1.38715,1.38713,1.38713,0
8340000,1.38698,1.38703,1.38698,1.38703,0,1.38714,1.38716,1.38714,1.38715,0
8400000,1.38702,1.38706,1.38701,1.38704,0,1.38716,1.38719,1.38716,1.38717,0
8460000,1.38703,1.38703,1.38699,1.38699,0,1.38719,1.38719,1.38714,1.38715,0
8520000,1.38700,1.38701,1.38697,1.38697,0,1.38714,1.38714,1.38710,1.38711,0
8580000,1.38698,1.38699,1.38698,1.38699,0,1.38711,1.38713,1.38711,1.38712,0
8700000,1.38698,1.38698,1.38698,1.38698,0,1.38713,1.38713,1.38713,1.38713,0
8760000,1.38700,1.38715,1.38700,1.38715,0,1.38712,1.38728,1.38712,1.38728,0
8820000,1.38716,1.38724,1.38715,1.38715,0,1.38730,1.38740,1.38727,1.38727,0
8880000,1.38714,1.38715,1.38712,1.38715,0,1.38728,1.38728,1.38727,1.38727,0
8940000,1.38713,1.38713,1.38713,1.38713,0,1.38727,1.38727,1.38727,1.38727,0
9000000,1.38712,1.38716,1.38712,1.38716,0,1.38727,1.38730,1.38726,1.38730,0
9060000,1.38716,1.38716,1.38713,1.38714,0,1.38728,1.38729,1.38726,1.38728,0
9120000,1.38713,1.38713,1.38712,1.38713,0,1.38728,1.38728,1.38726,1.38726,0
9180000,1.38713,1.38715,1.38713,1.38714,0,1.38727,1.38728,1.38726,1.38726,0
9360000,1.38712,1.38712,1.38710,1.38710,0,1.38724,1.38727,1.38724,1.38726,0
9420000,1.38711,1.38713,1.38710,1.38710,0,1.38724,1.38727,1.38724,1.38725,0
9480000,1.38709,1.38710,1.38709,1.38709,0,1.38723,1.38723,1.38723,1.38723,0
9540000,1.38709,1.38710,1.38709,1.38710,0,1.38724,1.38724,1.38723,1.38724,0
9660000,1.38710,1.38710,1.38710,1.38710,0,1.38725,1.38725,1.38725,1.38725,0
9720000,1.38711,1.38720,1.38710,1.38719,0,1.38725,1.38733,1.38724,1.38733,0
9840000,1.38720,1.38720,1.38718,1.38718,0,1.38735,1.38735,1.38733,1.38734,0
9900000,1.38719,1.38719,1.38719,1.38719,0,1.38733,1.38733,1.38733,1.38733,0
9960000,1.38719,1.38719,1.38713,1.38713,0,1.38734,1.38734,1.38726,1.38726,0
10020000,1.38713,1.38713,1.38711,1.38711,0,1.38728,1.38728,1.38725,1.38725,0
10080000,1.38712,1.38712,1.38712,1.38712,0,1.38727,1.38728,1.38726,1.38726,0
10140000,1.38711,1.38712,1.38709,1.38709,0,1.38727,1.38727,1.38723,1.38723,0
10200000,1.38708,1.38709,1.38708,1.38709,0,1.38721,1.38722,1.38720,1.38722,0
10440000,1.38710,1.38710,1.38710,1.38710,0,1.38722,1.38722,1.38722,1.38722,0
10500000,1.38710,1.38711,1.38709,1.38709,0,1.38723,1.38724,1.38722,1.38722,0
10620000,1.38707,1.38710,1.38707,1.38709,0,1.38721,1.38723,1.38721,1.38723,0
10740000,1.38706,1.38707,1.38705,1.38706,0,1.38721,1.38721,1.38719,1.38719,0
10800000,1.38707,1.38708,1.38706,1.38706,0,1.38721,1.38721,1.38719,1.38720,0
10860000,1.38706,1.38706,1.38706,1.38706,0,1.38719,1.38719,1.38719,1.38719,0
10980000,1.38705,1.38705,1.38693,1.38698,0,1.38719,1.38719,1.38706,1.38712,0
11040000,1.38697,1.38707,1.38697,1.38707,0,1.38712,1.38719,1.38712,1.38719,0
11100000,1.38707,1.38707,1.38707,1.38707,0,1.38720,1.38720,1.38720,1.38720,0
11160000,1.38706,1.38706,1.38698,1.38700,0,1.38721,1.38721,1.38713,1.38713,0
11220000,1.38699,1.38699,1.38699,1.38699,0,1.38713,1.38713,1.38713,1.38713,0
11280000,1.38698,1.38698,1.38697,1.38697,0,1.38711,1.38712,1.38711,1.38712,0
11400000,1.38700,1.38700,1.38700,1.38700,0,1.38714,1.38714,1.38714,1.38714,0
11460000,1.38699,1.38699,1.38699,1.38699,0,1.38714,1.38714,1.38712,1.38712,0
11520000,1.38698,1.38698,1.38698,1.38698,0,1.38709,1.38709,1.38709,1.38709,0
11580000,1.38696,1.38696,1.38696,1.38696,0,1.38709,1.38709,1.38709,1.38709,0
11640000,1.38697,1.38697,1.38695,1.38695,0,1.38708,1.38709,1.38708,1.38709,0
11700000,1.38697,1.38697,1.38697,1.38697,0,1.38709,1.38709,1.38709,1.38709,0
11760000,1.38695,1.38697,1.38695,1.38697,0,1.38710,1.38710,1.38708,1.38708,0
11820000,1.38697,1.38697,1.38697,1.38697,0,1.38710,1.38710,1.38710,1.38710,0
11940000,1.38700,1.38701,1.38698,1.38701,0,1.38712,1.38713,1.38711,1.38711,0
12000000,1.38700,1.38700,1.38700,1.38700,0,1.38712,1.38714,1.38712,1.38714,0
12060000,1.38698,1.38698,1.38698,1.38698,0,1.38712,1.38712,1.38712,1.38712,0
12120000,1.38697,1.38699,1.38697,1.38699,0,1.38713,1.38713,1.38711,1.38711,0
12540000,1.38699,1.38699,1.38699,1.38699,0,1.38710,1.38710,1.38710,1.38710,0
12600000,1.38697,1.38699,1.38697,1.38699,0,1.38710,1.38710,1.38710,1.38710,0
12660000,1.38697,1.38701,1.38697,1.38700,0,1.38711,1.38714,1.38710,1.38714,0
12720000,1.38701,1.38701,1.38698,1.38698,0,1.38713,1.38714,1.38712,1.38712,0
12840000,1.38699,1.38699,1.38699,1.38699,0,1.38711,1.38711,1.38711,1.38711,0
12900000,1.38698,1.38699,1.38698,1.38699,0,1.38712,1.38714,1.38710,1.38714,0
12960000,1.38699,1.38700,1.38688,1.38698,0,1.38713,1.38713,1.38702,1.38712,0
13080000,1.38697,1.38699,1.38697,1.38698,0,1.38713,1.38714,1.38713,1.38714,0
13140000,1.38699,1.38700,1.38699,1.38700,0,1.38713,1.38713,1.38712,1.38713,0
13200000,1.38699,1.38701,1.38699,1.38700,0,1.38714,1.38715,1.38714,1.38715,0
13260000,1.38697,1.38699,1.38687,1.38699,0,1.38712,1.38714,1.38702,1.38712,0
13380000,1.38701,1.38701,1.38701,1.38701,0,1.38714,1.38714,1.38714,1.38714,0
13500000,1.38700,1.38701,1.38699,1.38701,0,1.38712,1.38715,1.38712,1.38714,0
13560000,1.38701,1.38701,1.38690,1.38691,0,1.38715,1.38715,1.38703,1.38703,0
13680000,1.38692,1.38692,1.38689,1.38690,0,1.38706,1.38706,1.38702,1.38703,0
13740000,1.38689,1.38691,1.38689,1.38689,0,1.38703,1.38703,1.38702,1.38702,0
13800000,1.38690,1.38690,1.38690,1.38690,0,1.38702,1.38703,1.38702,1.38703,0
13860000,1.38691,1.38692,1.38691,1.38691,0,1.38706,1.38706,1.38705,1.38706,0
13920000,1.38693,1.38693,1.38692,1.38692,0,1.38705,1.38707,1.38705,1.38706,0
13980000,1.38691,1.38697,1.38691,1.38696,0,1.38707,1.38711,1.38706,1.38711,0
14040000,1.38696,1.38698,1.38695,1.38698,0,1.38709,1.38711,1.38709,1.38711,0
14100000,1.38696,1.38697,1.38695,1.38696,0,1.38709,1.38710,1.38709,1.38710,0
14160000,1.38697,1.38698,1.38695,1.38698,0,1.38710,1.38711,1.38709,1.38710,0
14220000,1.38697,1.38697,1.38694,1.38694,0,1.38711,1.38711,1.38708,1.38709,0
14280000,1.38697,1.38697,1.38694,1.38696,0,1.38708,1.38710,1.38708,1.38708,0
14340000,1.38695,1.38695,1.38693,1.38693,0,1.38709,1.38709,1.38706,1.38706,0
14400000,1.38692,1.38692,1.38692,1.38692,0,1.38706,1.38707,1.38706,1.38707,0
14460000,1.38695,1.38695,1.38693,1.38693,0,1.38710,1.38710,1.38710,1.38710,0
14520000,1.38692,1.38695,1.38692,1.38695,0,1.38707,1.38709,1.38706,1.38709,0
14580000,1.38695,1.38696,1.38693,1.38693,0,1.38707,1.38710,1.38707,1.38709,0
14640000,1.38690,1.38693,1.38687,1.38687,0,1.38706,1.38706,1.38702,1.38702,0
14700000,1.38688,1.38688,1.38687,1.38687,0,1.38701,1.38702,1.38701,1.38702,0
14760000,1.38688,1.38693,1.38688,1.38692,0,1.38704,1.38708,1.38704,1.38707,0
14820000,1.38694,1.38694,1.38694,1.38694,0,1.38707,1.38707,1.38707,1.38707,0
14880000,1.38694,1.38694,1.38692,1.38694,0,1.38707,1.38707,1.38707,1.38707,0
14940000,1.38694,1.38694,1.38694,1.38694,0,1.38706,1.38706,1.38706,1.38706,0
15000000,1.38694,1.38694,1.38693,1.38693,0,1.38707,1.38707,1.38705,1.38707,0
15060000,1.38693,1.38693,1.38693,1.38693,0,1.38706,1.38707,1.38706,1.38706,0
15180000,1.38694,1.38695,1.38694,1.38694,0,1.38709,1.38709,1.38707,1.38707,0
15240000,1.38697,1.38698,1.38694,1.38694,0,1.38710,1.38711,1.38709,1.38709,0
15300000,1.38692,1.38695,1.38692,1.38692,0,1.38708,1.38709,1.38705,1.38706,0
15360000,1.38692,1.38693,1.38692,1.38693,0,1.38705,1.38707,1.38705,1.38707,0
15420000,1.38691,1.38691,1.38691,1.38691,0,1.38705,1.38705,1.38705,1.38705,0
15480000,1.38691,1.38695,1.38691,1.38695,0,1.38706,1.38710,1.38706,1.38709,0
15600000,1.38695,1.38697,1.38693,1.38697,0,1.38707,1.38713,1.38707,1.38713,0
15660000,1.38699,1.38701,1.38699,1.38701,0,1.38715,1.38715,1.38715,1.38715,0
15720000,1.38699,1.38700,1.38699,1.38700,0,1.38713,1.38714,1.38713,1.38714,0
15780000,1.38700,1.38701,1.38700,1.38701,0,1.38712,1.38714,1.38712,1.38714,0
15840000,1.38701,1.38701,1.38701,1.38701,0,1.38715,1.38715,1.38715,1.38715,0
15900000,1.38701,1.38701,1.38701,1.38701,0,1.38714,1.38714,1.38714,1.38714,0
15960000,1.38701,1.38702,1.38700,1.38702,0,1.38715,1.38718,1.38715,1.38717,0
16080000,1.38701,1.38701,1.38701,1.38701,0,1.38715,1.38715,1.38715,1.38715,0
16140000,1.38702,1.38702,1.38702,1.38702,0,1.38717,1.38717,1.38717,1.38717,0
16200000,1.38701,1.38701,1.38701,1.38701,0,1.38715,1.38715,1.38715,1.38715,0
16320000,1.38702,1.38702,1.38702,1.38702,0,1.38717,1.38717,1.38717,1.38717,0
16380000,1.38702,1.38702,1.38702,1.38702,0,1.38718,1.38718,1.38718,1.38718,0
16500000,1.38701,1.38701,1.38701,1.38701,0,1.38716,1.38716,1.38716,1.38716,0
16560000,1.38700,1.38702,1.38700,1.38701,0,1.38716,1.38716,1.38714,1.38716,0
16680000,1.38700,1.38712,1.38700,1.38712,0,1.38716,1.38725,1.38716,1.38725,0
16740000,1.38714,1.38717,1.38714,1.38717,0,1.38728,1.38732,1.38728,1.38731,0
16800000,1.38718,1.38720,1.38715,1.38716,0,1.38731,1.38734,1.38728,1.38728,0
16860000,1.38715,1.38716,1.38714,1.38714,0,1.38729,1.38729,1.38728,1.38728,0
16920000,1.38715,1.38715,1.38715,1.38715,0,1.38728,1.38730,1.38728,1.38728,0
16980000,1.38714,1.38715,1.38712,1.38712,0,1.38728,1.38728,1.38726,1.38726,0
17040000,1.38714,1.38714,1.38714,1.38714,0,1.38728,1.38728,1.38728,1.38728,0
17100000,1.38714,1.38715,1.38712,1.38712,0,1.38727,1.38729,1.38724,1.38725,0
17220000,1.38713,1.38713,1.38713,1.38713,0,1.38725,1.38725,1.38725,1.38725,0
17280000,1.38712,1.38714,1.38712,1.38714,0,1.38726,1.38728,1.38726,1.38728,0
17460000,1.38715,1.38715,1.38714,1.38714,0,1.38728,1.38728,1.38726,1.38727,0
17520000,1.38715,1.38716,1.38714,1.38714,0,1.38730,1.38730,1.38726,1.38728,0
17820000,1.38711,1.38713,1.38711,1.38713,0,1.38726,1.38726,1.38725,1.38725,0
17880000,1.38712,1.38718,1.38712,1.38718,0,1.38725,1.38732,1.38725,1.38732,0
17940000,1.38720,1.38726,1.38720,1.38724,0,1.38733,1.38739,1.38733,1.38736,0
18000000,1.38722,1.38724,1.38720,1.38720,0,1.38735,1.38737,1.38733,1.38733,0
18120000,1.38719,1.38720,1.38719,1.38720,0,1.38733,1.38733,1.38732,1.38732,0
18180000,1.38719,1.38719,1.38719,1.38719,0,1.38733,1.38733,1.38733,1.38733,0
18300000,1.38720,1.38720,1.38719,1.38720,0,1.38733,1.38734,1.38732,1.38732,0
18360000,1.38719,1.38719,1.38710,1.38710,0,1.38732,1.38732,1.38723,1.38723,0
18420000,1.38711,1.38711,1.38705,1.38705,0,1.38722,1.38724,1.38718,1.38719,0
18480000,1.38706,1.38706,1.38701,1.38706,0,1.38717,1.38720,1.38716,1.38718,0
18540000,1.38705,1.38705,1.38700,1.38701,0,1.38718,1.38719,1.38715,1.38715,0
18600000,1.38700,1.38704,1.38700,1.38704,0,1.38715,1.38717,1.38715,1.38717,0
18660000,1.38703,1.38710,1.38702,1.38709,0,1.38718,1.38725,1.38715,1.38724,0
18720000,1.38707,1.38707,1.38704,1.38705,0,1.38722,1.38722,1.38716,1.38717,0
18780000,1.38705,1.38707,1.38703,1.38704,0,1.38719,1.38722,1.38716,1.38716,0
18840000,1.38703,1.38704,1.38703,1.38704,0,1.38716,1.38717,1.38716,1.38716,0
18900000,1.38702,1.38702,1.38700,1.38700,0,1.38716,1.38716,1.38711,1.38711,0
18960000,1.38699,1.38699,1.38690,1.38698,0,1.38712,1.38713,1.38704,1.38713,0
19020000,1.38701,1.38701,1.38698,1.38698,0,1.38713,1.38713,1.38711,1.38711,0
19080000,1.38697,1.38700,1.38697,1.38700,0,1.38712,1.38712,1.38712,1.38712,0
19140000,1.38699,1.38700,1.38699,1.38700,0,1.38713,1.38713,1.38713,1.38713,0
19200000,1.38701,1.38702,1.38701,1.38702,0,1.38713,1.38715,1.38713,1.38715,0
19260000,1.38700,1.38708,1.38700,1.38706,0,1.38716,1.38720,1.38716,1.38720,0
19320000,1.38708,1.38710,1.38708,1.38710,0,1.38721,1.38724,1.38721,1.38724,0
19380000,1.38707,1.38707,1.38704,1.38707,0,1.38721,1.38722,1.38719,1.38722,0
19440000,1.38705,1.38709,1.38705,1.38709,0,1.38719,1.38723,1.38717,1.38723,0
19500000,1.38709,1.38709,1.38709,1.38709,0,1.38724,1.38724,1.38723,1.38723,0
19560000,1.38710,1.38718,1.38709,1.38718,0,1.38723,1.38733,1.38723,1.38731,0
19620000,1.38717,1.38720,1.38717,1.38719,0,1.38732,1.38733,1.38730,1.38733,0
19680000,1.38721,1.38737,1.38721,1.38733,0,1.38735,1.38752,1.38735,1.38748,0
19740000,1.38734,1.38740,1.38727,1.38727,0,1.38747,1.38754,1.38741,1.38741,0
19800000,1.38726,1.38726,1.38700,1.38715,0,1.38739,1.38739,1.38716,1.38727,0
19860000,1.38716,1.38720,1.38706,1.38707,0,1.38729,1.38739,1.38722,1.38722,0
19920000,1.38707,1.38710,1.38707,1.38709,0,1.38723,1.38724,1.38720,1.38723,0
19980000,1.38709,1.38710,1.38709,1.38710,0,1.38724,1.38724,1.38723,1.38723,0
20100000,1.38708,1.38710,1.38707,1.38709,0,1.38723,1.38725,1.38720,1.38720,0
20160000,1.38708,1.38710,1.38700,1.38701,0,1.38722,1.38724,1.38714,1.38714,0
20220000,1.38701,1.38701,1.38697,1.38697,0,1.38715,1.38715,1.38712,1.38712,0
20280000,1.38698,1.38698,1.38698,1.38698,0,1.38712,1.38712,1.38712,1.38712,0
